	class	class id	text_clean_lemma_as_str
2204	Компетентность продавцов/ консультантов	1	полчаса ожидание зона выдача заказ продавец остальные сотрудник компетентный мочь ничто ответить выдать товар сказать просто стоить ждать отвратительный сервис
2205	Время ожидания у кассы	7	задержать приставка магазин огромный очередь аыдачу работать человек бардак безобразие
2206	Компетентность продавцов/ консультантов	1	набрать вежливый персонал
2207	Доступность персонала в магазине	3	прийти забрать заказ следующий день потребоваться консультация специалист ждать около 20 минута консультант весь занять свой смартфон либо совещаться небольшой группа купить аналог соседний магазин
2208	Вежливость сотрудников магазина	4	абсолютный безразличие сотрудник выдача заказ пакет предложить грубость хотеться большой заказывать товар магазин
2209	Вежливость сотрудников магазина	4	грубый отношение покупатель вопрос задать ответить сарказм
2210	Компетентность продавцов/ консультантов	1	научить менеджер прежде понимать работать услуга должный показывать свой вид весь свой проблема отсутствие настроение ребята склад молодец
2211	Компетентность продавцов/ консультантов	1	хамский отношение персонал м видео выдача товар девушка говорить автобез коробка это рядом молодой человек поддакивать упаковка наш замечание мочь упаковка коробка быстро найтись это проверять товар сами продавец консультант всё покупка испортить поведение персонал выдача товар
2212	Вежливость сотрудников магазина	4	грубый продавец
2213	Компетентность продавцов/ консультантов	1	очень приветливый компетентный сотрудник консультант знать товар ничто пока найти зал продавец тебе никто подойти ужасный отношение клиент
2214	Обслуживание на кассе	5	подбор помочь жаль знать имён консультант мужчина женщина отдел тв доставить 120 000 р разбить ладно бывать приехать магазин снова естественно настроение очень обратиться продавец вопрос делать далёкий послать касса отдел сервисный обслуживание человек место кассир байдин алина безучастно сказать скоро прийти попросить её вызвать специалист сервисный отдел начать подхамливать попросить её данные обратиться руководство вопрос её компетенция отказаться бейдж фамилия начать прятать общий цирк огромный просьба руководство проверять сотрудник пофпригодность это отдел продажа это работа человек подходить способный стрессоустойчивость цель сеть магазин продажа причём клиент форс мажор брак вернуться снова купить
2215	Доступность персонала в магазине	3	получение товар приходиться долго ждать часто сотрудник стойка выдача онлайн товар
2216	Время ожидания у кассы	7	пункт выдача интернет заказ час одного сотрудник очередь страждать забрать свой заказ отдать деньга mvideo вынуждена стоять ждать непонятно общий сервис конкретный магазин уровень совок пока заорать ничто произойти
2217	Доступность персонала в магазине	3	касса небыло сотрудник пройтись магазин минута 10 вернуться небыло прийтись искать приятненько
2218	Электронная очередь	2	самый долгий мвидео 2 заказ выдавать вечность забирать час ждать минимум талон брать высвечиваться
2219	Время ожидания у кассы	7	работник заказ пробить быстро начало касса выдача одного консультант прийтись звать самостоятельно ждать подойти это скопиться очередь хотеть получить товар быстро поэтому заказать ранее итог потратить столько сколько потратить просто прийти магазин
2220	Консультация КЦ	0	приехать заказ мочь выдать отражаться путь 40 минута дозваниваться оператор поменять статус заказ смочь выдать благодаря оператор оказаться знаток свой дело оказываться одна магазин лежать товар которые человек мочь получить оператор знать сделать
2221	Консультация КЦ	0	очень разочарованна ваш магазин ваш постоянный клиент больший количество выкупленного товар мало ваш курьер хам доставить корректно товар ещё ваш служба отменить весь сотрудник говорить разный информация никто рекомендовать ваш магазин план купить весь техника дом также квартира приобретать ваш конкурент
2222	Обслуживание на кассе	5	приехать екатеринбург специально плита сотрудник хамить татьяна зона сервис дать комплектующие прийтись возвращаться
2223	Обслуживание продавцами/ консультантами	6	продавец выдача очень долго думать прежде заняться заказ зависнуть минута 10 это странно понимать магазин участвовать программа трудоустройство инвалид умственный труд степень
2224	Компетентность продавцов/ консультантов	1	доставка вопрос вопрос самой покупка товар оформление рассрочка навязать быстрый сервиз которого прийтись переплачивать также навязать покупка нужный чайник налицо обман продавец просто развести закон защита право потребитель мочь оформить рассрочка навязать быстрый сервис соц сеть весь рассказать человек это делать это настоящий обман продавец
2225	Компетентность продавцов/ консультантов	1	ваш продавец консультант вообще заинтересованы продажа сделать заказ родитель посещение магазин гончаров попросить сотрудник показать выставочный образец приобретать модель хамский форма родитель ответить сначала оплатить пойти смотреть прождать 30 мина консультант стенд отмахиваться провести консультация очень возмутить отношение стать выкупать заказ проведите работа свой гопник просто позор ульяновск лично заглянуть магазин
2226	Вежливость сотрудников магазина	4	сотрудник магазин это жесть просто спасибо общаться хамство вздох закатывание глаз 3 человек весь магазин товар порядок
2227	Компетентность продавцов/ консультантов	1	оперативность продавец низкий уровень
2228	Обслуживание на кассе	5	отвратительный обслуживание касса кассир тон разговаривать хабалка рынок неприемлкмо магазин
2229	Компетентность продавцов/ консультантов	1	брать пожалуйста работа компетентный сотрудник
2230	Время ожидания у кассы	7	ускорить процесс выдача заказ который стоить очередь сотрудник очень долго искать заказать товар покупатель
2231	Доступность персонала в магазине	3	10 минута окно выдача заказ никто собраться очередь контролировать работа сотрудник
2232	Время ожидания у кассы	7	стоимость товар магазин оказаться низкий приложение очередь выдача сотрудник
2233	Компетентность продавцов/ консультантов	1	ждать около 10 минута пока подойти стойка выдача интернет заказ прийти подойти женщина белый рубашка надпись м видео спросить отдел выдача сказать позвонить скоро прийти ждать ещё проходить время рядом появиться сотрудница м видео красный рубашка подходить нам молодой человек подходить итог подходить отдавать нам заказ плохо ребята плохой сервис
2234	Доступность персонала в магазине	3	выдача одного сотрудник ждать
2235	Вежливость сотрудников магазина	4	отвратительный поведение продавщица чурбаковой ирина здравствовать свидание поздороваться ответ тишина прийтись 3 переспрашивать внятно нос бормотать номер заказ хмурый довольный лицо точно продавщица работать заставить м видео работать сайт заказать приехать забирать напрягать вопрос просто поздоровайтесь улыбнитесь выдать товар требоваться магазин покупатель кроме 11 час утро пока оформлять разговаривать другими продавец выдать товар отпустить разговаривать пакет предложить прийтись самому спрашивать вопрос платный ответить вместо ответить стоимость молча дать пакет покупка уйти свидание учить говорить мочь продавщица человек общаться выпускать склад коробка мышь перевести спасибо
2236	Доступность персонала в магазине	3	долгий ожидание выдача стойка выдача лайн заказ никто
2237	Обслуживание продавцами/ консультантами	6	полный игнор сотрудник магазин покупатель
2238	Компетентность продавцов/ консультантов	1	отвратительный весь время ожидание зона выдача собственно получение товар навязывание якобы дополнительный гарантия настолько удовольствие покупка хотеться развернуться уйти планшет рынок 90ые год покупатель общаться мвидео
2239	Время ожидания у кассы	7	весь магазин выходной день человек зона выдача заказ очередь потерять очень время
2240	Вежливость сотрудников магазина	4	cделал онлайн заказ оплатить магазин выбирать наличие товар избежать витринный образец дождаться смс оповещение готовность товар выдача поехать забирать товар касса выдача онлайн заказ оказаться товар готовый выдача остаться витринный образец посмотреть прийтись ожидать менеджер которые приходить уходить заниматься другими дело заказ прождать минута 40 попросить пригласить старший менеждера магазин ура выделить менеджер который отвести витринный образец разговор выясниться товар упаковка посмотреть мобильный приложение помимо заказ наличие ещё витринный образец старший менеджер объяснить витринный образец 2 ничто сделать мочь отвечать наличие товар онлайн заказ хамский отвратительный поведение мною принять решение отказ данного товар приехать домой деньга спасибо отношение
2241	Время ожидания у кассы	7	  бесконечно долго ждать очередь
2242	Компетентность продавцов/ консультантов	1	обман покупатель консультант нагло врать знать комплектующие товар
2243	Доступность персонала в магазине	3	сотрудник отдел выдача интернет заказ отсутствовать получение талон ждать продавец минута 15
2244	Компетентность продавцов/ консультантов	1	добрый вечер товар витрина это знать весь грязный некомлект ещё коробка сотрудник особо вежливый
2245	Вежливость сотрудников магазина	4	хамский поведение сотрудник
2246	Время ожидания у кассы	7	касса человек очередь 6 человек второй работник сидеть заниматься другим дело просьба вызвать ещё сотрудник никакой реакци второй сотрудник подойти требование дать жалобный книга
2247	Компетентность продавцов/ консультантов	1	хотеть приобрести смарт час выбрать консультант сказать чтот мочь продать нужный сделать заказ приложение интернет магазин работать отвратно скачать приложение сделать заказ это уйти мин 30 прождал пока это весь пройти итог подойти консультант достать витрина смарт час оформить новый касса 2 мина потерять 40 мина свой время нерв
2248	Время ожидания у кассы	7	полный бардак выдать заказ отменить купить отстоять 2 очередь разный касса
2249	Консультация КЦ	0	заказ мвидео обратиться неделя ждать доставка оплатить заказ постоянный перенос отмазка куча обращение толку 0 итог забрать самовывозом товар витрина постоянный клиент 80 покупать мвидео это нога оператор просто вести диалог уметь 1 100 оценка
2250	Время ожидания у кассы	7	очень весь организованно очередь 20 человек сумма работать одна касса
2251	Компетентность продавцов/ консультантов	1	покупка пройти неприятно 1 минута 10 прийтись ждать освободиться единственный зал кассир 2 сотрудник мочь самостоятельно применить подарочный карта м видео ссылаться её должный активировать место покупка карта благо девушка попросить подойти опытный сотрудник склад активировать всё проблема 3 прибытие домой оказаться провод hdmi монитор видимо остаться витрина коробка положить прийтись снова ехать магазин требовать выдача провод неизвестный ещё выдать скандал пререкание
2252	Компетентность продавцов/ консультантов	1	очередной приехать получение заказ очень разочароваться попытка увидеть желаемое обнаружить отсутствие продавец сообщить товар якобы числиться действительность очередной афера сстороны работник магазин сожаление ничто меняться поступать пользоваться доверие клиент тратить время ничто бояться обнаглеть использовать служебный положение свой интерес прекратить конец конец бардак успешный продажа
2253	Обслуживание продавцами/ консультантами	6	внимательный отношение сотрудник
2254	Доступность персонала в магазине	3	отсутствие сотрудник пункт выдача заказ ожидать выдача около 15 минута сотрудник касса сказать никто значить ждать
2255	Вежливость сотрудников магазина	4	хамский отношение персонал долгий ожидание выдача
2256	Компетентность продавцов/ консультантов	1	отвратительный отношение работник грубый тактичность отсутствовать выдача товар произойти приятный инцидент работник вообще обучать пользование внутренний программа отказаться выдавать товар человек который указать оформление заказ
2257	Доступность персонала в магазине	3	ждать 10 минута пока прийти отдать заказ экран надпись искать сотрудник
2258	Доступность персонала в магазине	3	стойка выдача некий небыло получаться персонал ненаробочий место прийтись касса подойти получить свой заказ
2259	Обслуживание на кассе	5	крайне невежливый девушка кассир отдать товар швырнуть
2260	Вежливость сотрудников магазина	4	нахамить продавец спросить наличие разъём sim т заказывать возможность полный функционал проверить ответ получить вроде заказывать смотреть дух
2261	Вежливость сотрудников магазина	4	старший продавец магазин грубить самовольно отменить заказ обвинять обман
2262	Компетентность продавцов/ консультантов	1	бесить навязывать доп покупка баснословный цена
2263	Компетентность продавцов/ консультантов	1	сотрудник поставить известность страховка отказаться порядочный состав специалист
2264	Доступность персонала в магазине	3	ожидать человек который выдавать интернет заказ 30мин простой зал купить касса рассчитаться
2265	Доступность персонала в магазине	3	долго сотрудник выдача товар
2266	Обслуживание продавцами/ консультантами	6	безразличие продавец
2267	Время ожидания у кассы	7	очередь касса 4 человек работать 1 сотрудник казаться огромнооо магазин это очень странный
2268	Компетентность продавцов/ консультантов	1	сотрудник хотеть работать ждать 10 мина делать друг друга скидывать работа
2269	Компетентность продавцов/ консультантов	1	ужасный персонал оплатить свой покупка прийти зона выдача касса сказать искать смотреть ваш принтер витрина идти искать ясный почему должный искать всему магазин оплатить хотеть прийти сразу забрать итог подойти женщина зал попросить её показать наш оплатить принтер это получить ответ знать нему дорогой расходник ваш сотрудник должный задавать вопрос оплатить товар уйти нам никто подойти пока сами найти никто это сераис отношение покупатель который оплатить товар просто прийти посмотреть итог время забрать хотеться тратить столько время свой неквалифицированный персонал
2270	Электронная очередь	2	отвратительный сервис совершенно неочевидный система талонами выдача товар нигде это сказать зато крупный текст написать обернуться знать стоять дурак пока начаться драка очередь продавец спросить талон взять идти взять откуда знать это должный спрашивать терминал молчать почему сказать талончик взять пожалуйста терминал вон покупатель психовать начинать хамить сотрудник вообще побоку пытаться порядок навести короче ужас нога одном магазин мвидео ничто хороший видеть
2271	Компетентность продавцов/ консультантов	1	банк отп очередной навязать страховка доп услуга
2272	Время ожидания у кассы	7	одного сотрудник окно выдача интернет заказ ожидание 15 минута пока ждать накопиться очередь 5 покупатель
2273	Время ожидания у кассы	7	ждать очередь 20 минута касса висеть
2274	Компетентность продавцов/ консультантов	1	понравиться консультант выдача отвечать вопрос вопрос наглый
2275	Компетентность продавцов/ консультантов	1	здравствовать хотеть сообщить отвратительный обслуживание персонал ваш магазин адрес г нефтеюганск ул мир 9а 1 трц бум продавец консультант заинтересованы свой работа учитывать консультант человек весь магазин остальных прийтись уговаривать нам показать товар напряжённый обстановка весь недовольный лицо заметить царапина машина которую забронировать нам сказать это витринный образец факт таковым являться дизинформация ответ услышать работа машина это влиять горе пол нам её аккуратно выкатить улица выход транспортировка очень расстроить наплевательский отношение клиент свой работа
2276	Компетентность продавцов/ консультантов	1	научить персонал вежливость увеличить число сотрудник
2277	Доступность персонала в магазине	3	обслуживание ужасный консультант найти дождаться первый
2278	Компетентность продавцов/ консультантов	1	продавец отказаться отправлять заявка рассрочка
2279	Электронная очередь	2	очень тяжёлый найти магазин электронный номер получение работать
2280	Обслуживание продавцами/ консультантами	6	ужасный обслуживание магазин ждать 20 минута выдать заказ хотя сотрудник магазин свободный просто обращать никакой внимание ничто покупать данном магазин
2281	Компетентность продавцов/ консультантов	1	плохой обслуживание м видео нигде покупатель прийти магазин покупка реально интересовать весь время искать магазин существовать покупатель ответ очевидный ситуация магазин продажа техника полно мочь других адекватный отношение покупатель
2282	Обслуживание продавцами/ консультантами	6	долгий ожидание выдача заказ продавец слоняться угол угол игнорировать покупатель первый ситуация магазин
2283	Вежливость сотрудников магазина	4	впервые попасться продавец вести очень корректно
2284	Обслуживание на кассе	5	оставить жалоба ужасный хамский поведение кассир анастасия
2285	Электронная очередь	2	совершенно очевидный нужный получить заказ стоять очередь выдача оказаться нужный заполнить форма талон обратить внимание ясный делать начать искать консультант выходить парень склад выносить заказ вотвратительное потерять время выдача хотеть сдать хер
2286	Электронная очередь	2	номер заказ зависнуть стойка выдача талон показать скрин выдача талон сказать ждать провести 15 мина выдача магазин тц парк вечный проблема получить заказ других видео город ок просить сделать внушение сотрудник выдача интернет заказ ужас
2287	Электронная очередь	2	выбить талон получение заказ ждать 10 минута никто выйти прийтись бегать зал искать работник который выдать товар
2288	Компетентность продавцов/ консультантов	1	сотрудник выдача совершенно клиентоориентирован
2289	Вежливость сотрудников магазина	4	приветливый доброжелательный
2290	Консультация КЦ	0	ужасный сервис мало ждать месяц ещё мочь адекватно ответить товар каждый оператор говорить разный первый последний делать заказ
2291	Компетентность продавцов/ консультантов	1	сотрудник спешить выдать заказ пока продавец пойти искать интернет заказ предыдущий покупатель заместитель директор сидеть ничто делать предложить свой помощь
2292	Компетентность продавцов/ консультантов	1	некомпетентный продавец следствие продать неработающий товар
2293	Компетентность продавцов/ консультантов	1	магазин тц мега персонал отвратительный отношение клиент выдача заказ стоять 10 мина никто подойти терминал лента номер заказ монитор отображение статус сборка заказ отображаться статус продавец других отдел никак помогать перенаправить смочь
2294	Электронная очередь	2	добрый день скорость заказ отлично получение магазин отношение свинское взять талон получение ждать табло тишина талон табло уйти человек уйти подойти спросить сквозь зуб ждать ждать понятно клиент хотя клиент должный информирован стоять неведение
2295	Вежливость сотрудников магазина	4	хамство магазинн
2296	Вежливость сотрудников магазина	4	фонарь прийти грязный вопрос сотрудница почему грязный фонарь получить ответ прийти мочь сделать ещё ждать прийтись прийти конфликтовать стать персонал очень хороший ранний
2297	Вежливость сотрудников магазина	4	первый магазин м видео просто ужасный отношение консультант всё стоять дело трепят язык подойти начинать звать чувство директор магазин вызвать всё довольный рожами подсказать ничто ничто знать просто ужасный отношение покупатель
2298	Обслуживание на кассе	5	очень плохой обслуживание кассирша относиться человек очень плохой отношение покупатель
2299	Электронная очередь	2	выдача заказ взять талон стать ожидать вызов табло указать талон табло написать мной 5 человек сесть ожидание вызов десять минута народ стать десять человек табло никто вызывать единственный сотрудник выдача постоянно выдавать табло никто приглашать пройти ещё десять минута человек приходить уходить табло тишина итог 25 минута подойти узнать судьба свой очередь узнать получение талон встать очередь сотрудник выдача итог потерять полчаса время ожидать вызов свой номер которого мочь стоить выключить табло которое отображать обслуживание клиент
2300	Компетентность продавцов/ консультантов	1	персонал
2301	Вежливость сотрудников магазина	4	очень долго ждать выдача заказ сотрудник хамить
2302	Вежливость сотрудников магазина	4	выдавать заказ просто нелюди грубость некомпетентность задать элементарный вопрос повод товар нахамить сказать забирайте ваш заказ плохой точка мвидео которой бывать товар работать проблема пока
2303	Вежливость сотрудников магазина	4	хамство персонал выдача заказ
2304	Вежливость сотрудников магазина	4	ваш охранник выпустить магазин показать оплата приложение менее потащить касса крайне приятный ситуация
2305	Компетентность продавцов/ консультантов	1	продавец некомпетентный сказать наш товар наличие однако наш настойчивый просьба долгий поиск найти товар полка выдача очень жаль прийтись потратить время уговор
2306	Электронная очередь	2	аппарат выдача талон плохо реагировать шататься стоить тычешься долго это давно
2307	Вежливость сотрудников магазина	4	отвратительный отношение сотрудница екатерина хамка
2308	Компетентность продавцов/ консультантов	1	девушка ваш работник вынести заказ коробка весь изорвать открыть провод депилятор навести слово забирать сказать смущать никто пользоваться это ужасный отношение потребитель сотрудница некомпитентна
2309	Компетентность продавцов/ консультантов	1	работа персонал ужасный никто знать наушник стоять показ никто позаботиться наушник показ зарядить заказ выдавать долго никто ничто знать никто дело сплошной бардак
2310	Компетентность продавцов/ консультантов	1	провести беседа свой консультант работать хотеть слово сначала хотеть купить магазин показать фото ответ наличие причём посмотреть остаток итог посмотреть приложение данный товар наличие именно магазин ваш работник упускать покупатель значить прибыль
2311	Время ожидания у кассы	7	долго прийтись ждать касса
2312	Консультация КЦ	0	магазин тц солнечный делать заказ закрыться тех причина никто смочь внятно сказать открыться выдать заказ поддержка отработать запрос крайне плохо ничто понятный телефон нужный срочно подвести свяжитесь мной 79999999999
2313	Компетентность продавцов/ консультантов	1	каждый принижать конкретный товар либо либо ждать либо витринный весь сотрудник компетентный телефон мочь сама характеристика проконсультировать
2314	Время ожидания у кассы	7	никто сотрудник помочь выбор весь касса работать прийтись долго ждать очередь очень довольный сервис данном магазин
2315	Компетентность продавцов/ консультантов	1	качество товар пока претензия т успеть проверить работоспособность удивить качество обслуживание самом магазин приход магазин стойка стоять 4 сотрудник повернуться сторона продолжить общаться личный тема это проскальзывать нецензурный слово сама разобраться зарегистрировать талон получить товар первый встречать вход подобный род магазин сотрудник просто замечать
2316	Обслуживание продавцами/ консультантами	6	магазин долго ждать сотрудник выдача товар никто хотеть подходить выдавать
2317	Обслуживание на кассе	5	научить продавец культурно общаться клиент это касаться магазин аура г ярославль
2318	Вежливость сотрудников магазина	4	хамство выдача заказ
2319	Компетентность продавцов/ консультантов	1	слишком навязчивый предложение дополнительный товар
2320	Компетентность продавцов/ консультантов	1	консультант просьба проверить товар отмахнуться помочь тяжёлый коробка донести стол весь вид показывать неприязнь бонус судить всему начислить постараться возможность магазин м видео одинцово ходить
2321	Вежливость сотрудников магазина	4	качество обслуживание оставлять желать хороший девушка консультант светлый волос второй стойка имя сожаление увидеть очень грубо отвечать вопрос выражение лицо максимально доброжелательный вряд обратиться ещё магазин
2322	Обслуживание продавцами/ консультантами	6	полный игнорированиях продавец забирать час интернет заказ
2323	Время ожидания у кассы	7	очередь касса малый оптимизированного количество сотрудник менее персонал дружелюбный компетентный
2324	Компетентность продавцов/ консультантов	1	навязать услуга пуш уведомление стоимость 3500 рубль ведомо это услуга магазин включить тело кредит услуга подключить уведомление это
2325	Компетентность продавцов/ консультантов	1	мясорубка волялась весь ветрине разобрать вид некоторый насадка сотрудник попытаться найти вести отвратительно стоять толпа работать видимо никто хотеть общаться хохотать нам никто помочь прийтись отменить заказ уйти хотя ехать специально другого город мясорубка
2326	Компетентность продавцов/ консультантов	1	введение заблуждение никакой конкретный информация ответ заучить шаблон никакой помощь поддержка пока начать работа юрист пустой обещание
2327	Обслуживание продавцами/ консультантами	6	наушник отличный работа персонал отвратительный прийти выдача товар попросить заказ просто проигнорили никто сказать нужный пройти касса ждать 15 мина обратиться ещё соизволить обслужить хотя прекрасно видеть стоить ждать персонал непонятно позорить компания
2328	Вежливость сотрудников магазина	4	специалист магазин хамло
